name,rank,matches,wins,losses,draws,year
The Brian Kendrick,53,68,4,64,0,2009
Batista,54,67,42,24,1,2009
Eve Torres,55,62,45,16,1,2009
Shawn Michaels,56,62,53,9,0,2009
Layla,57,60,6,54,0,2009
Chris Masters,58,59,24,34,1,2009
Paul Burchill,59,56,12,44,0,2009
Zack Ryder,60,56,15,41,0,2009
Shad,61,55,23,32,0,2009
Brie Bella,62,54,35,19,0,2009
Nikki Bella,63,53,28,25,0,2009
Rosa Mendes,64,53,7,46,0,2009
Jamie Noble,65,50,10,40,0,2009
Eric Escobar,66,47,6,41,0,2009
Shad Gaspard,67,47,32,14,1,2009
Maria,68,41,29,12,0,2009
Yoshi Tatsu,69,40,26,14,0,2009
Katie Lea,70,39,7,32,0,2009
Umaga,71,39,24,14,1,2009
Charlie Haas,72,35,5,29,1,2009
Alex Riley,73,33,3,30,0,2009
The Hurricane,74,32,15,17,0,2009
Tyler Reks,75,23,8,15,0,2009
Hornswoggle,76,20,17,3,0,2009
Jillian Hall,77,20,4,15,1,2009
Jillian,78,19,2,17,0,2009
Kizarny,79,18,16,2,0,2009
Hurricane Helms,80,17,2,15,0,2009
Kung Fu Naki,81,15,5,10,0,2009
Ricky Ortiz,82,15,1,13,1,2009
Festus,83,13,3,10,0,2009
Santina Marella,84,13,11,2,0,2009
Slam Master J,85,13,2,11,0,2009
Vance Archer,86,13,10,3,0,2009
Ricky Steamboat,87,12,9,3,0,2009
Shane McMahon,88,9,3,3,3,2009
John Bradshaw Layfield,89,8,1,7,0,2009
The Boogeyman,90,8,4,2,2,2009
DJ Gabriel,91,7,2,5,0,2009
Savannah,92,6,6,0,0,2009
Caylen Croft,93,5,3,2,0,2009
Heath Slater,94,5,0,5,0,2009
Jesse,95,5,0,5,0,2009
Trent Barreta,96,5,3,2,0,2009
Candice Michelle,97,4,1,3,0,2009
Luke Gallows,98,4,2,2,0,2009
Eugene,99,3,2,1,0,2009
Jerry Lawler,100,3,2,1,0,2009
Kofi Kingston,1,190,103,85,2,2010
Jack Swagger,2,187,49,135,3,2010
Sheamus,3,184,52,117,15,2010
The Miz,4,182,105,72,5,2010
The Big Show,5,176,104,59,13,2010
John Cena,6,174,129,27,18,2010
Randy Orton,7,174,126,39,9,2010
Drew McIntyre,8,172,79,79,14,2010
Cody Rhodes,9,163,67,94,2,2010
John Morrison,10,161,80,78,3,2010
Kane,11,160,88,45,27,2010
Montel Vontavious Porter,12,156,73,81,2,2010
Ted DiBiase,13,155,33,121,1,2010
Dolph Ziggler,14,154,68,84,2,2010
Tyson Kidd,15,148,94,53,1,2010
David Hart Smith,16,146,91,54,1,2010
Rey Mysterio,17,142,107,29,6,2010
Edge,18,136,81,41,14,2010
Mark Henry,19,135,62,70,3,2010
Alicia Fox,20,129,26,103,0,2010
Layla,21,128,47,81,0,2010
Chavo Guerrero,22,127,21,105,1,2010
Evan Bourne,23,127,81,46,0,2010
Maryse,24,127,21,106,0,2010
Chris Masters,25,126,54,72,0,2010
R-Truth,26,125,80,42,3,2010
Christian,27,119,82,36,1,2010
Zack Ryder,28,119,14,105,0,2010
CM Punk,29,114,29,82,3,2010
William Regal,30,113,17,96,0,2010
Chris Jericho,31,111,33,74,4,2010
Goldust,32,109,69,40,0,2010
Wade Barrett,33,106,31,73,2,2010
Eve Torres,34,100,66,34,0,2010
Santino Marella,35,97,68,29,0,2010
Kelly Kelly,36,92,47,45,0,2010
Alberto Del Rio,37,91,50,38,3,2010
Vladimir Kozlov,38,89,52,37,0,2010
Matt Hardy,39,86,30,56,0,2010
Primo,40,85,24,60,1,2010
Luke Gallows,41,83,14,69,0,2010
Yoshi Tatsu,42,82,52,30,0,2010
Daniel Bryan,43,76,51,24,1,2010
Gail Kim,44,76,54,22,0,2010
Justin Gabriel,45,76,40,36,0,2010
Tyler Reks,46,76,15,61,0,2010
Michelle McCool,47,73,35,38,0,2010
Heath Slater,48,72,33,39,0,2010
JTG,49,70,32,36,2,2010
Brie Bella,50,69,61,8,0,2010
David Otunga,51,69,22,47,0,2010
Nikki Bella,52,68,60,8,0,2010
Ezekiel Jackson,53,66,38,27,1,2010
Batista,54,60,4,52,4,2010
Jey Uso,55,57,8,49,0,2010
Beth Phoenix,56,56,34,22,0,2010
Jimmy Uso,57,56,8,48,0,2010
Natalya,58,56,40,15,1,2010
Carlito,59,54,1,52,1,2010
Jillian,60,54,3,51,0,2010
Melina,61,51,38,13,0,2010
Trent Barreta,62,50,10,40,0,2010
The Undertaker,63,48,35,8,5,2010
Alex Riley,64,44,10,34,0,2010
Kaval,65,43,11,31,1,2010
The Great Khali,66,42,30,11,1,2010
Dos Caras,67,41,16,25,0,2010
Triple H,68,39,31,6,2,2010
Caylen Croft,69,36,6,30,0,2010
Vance Archer,70,35,11,23,1,2010
Michael Tarver,71,31,10,21,0,2010
Curt Hawkins,72,30,10,20,0,2010
Darren Young,73,29,13,16,0,2010
Finlay,74,29,17,12,0,2010
Michael McGillicutty,75,28,12,16,0,2010
Husky Harris,76,26,9,17,0,2010
Shawn Michaels,77,25,19,5,1,2010
Joey Mercury,78,23,1,22,0,2010
Mickie James,79,22,15,7,0,2010
Mike Knox,80,22,0,21,1,2010
Rosa Mendes,81,21,0,21,0,2010
Jimmy Wang Yang,82,20,8,12,0,2010
Skip Sheffield,83,20,9,11,0,2010
Tamina,84,19,3,15,1,2010
Percy Watson,85,17,7,10,0,2010
Shad Gaspard,86,17,3,14,0,2010
Tiffany,87,17,7,10,0,2010
Mason Ryan,88,16,12,4,0,2010
Johnny Curtis,89,15,1,14,0,2010
Shad,90,15,8,5,2,2010
Slam Master J,91,15,5,10,0,2010
Naomi,92,13,5,8,0,2010
Shelton Benjamin,93,13,7,6,0,2010
Lucky Cannon,94,11,4,7,0,2010
Bret Hart,95,10,9,0,1,2010
AJ,96,9,7,2,0,2010
Aksana,97,9,2,7,0,2010
Kaitlyn,98,9,3,6,0,2010
Katie Lea,99,9,1,8,0,2010
Eli Cottonwood,100,6,2,4,0,2010
Randy Orton,1,211,151,53,7,2011
John Cena,2,202,165,25,12,2011
Alberto Del Rio,3,199,56,141,2,2011
Kofi Kingston,4,195,126,69,0,2011
Daniel Bryan,5,194,115,76,3,2011
The Miz,6,194,47,144,3,2011
Dolph Ziggler,7,187,74,109,4,2011
CM Punk,8,186,72,104,10,2011
Jack Swagger,9,172,50,122,0,2011
Wade Barrett,10,171,44,123,4,2011
Sheamus,11,169,103,62,4,2011
Cody Rhodes,12,158,50,106,2,2011
Mark Henry,13,156,65,87,4,2011
Tyson Kidd,14,152,30,122,0,2011
Zack Ryder,15,151,72,78,1,2011
Ted DiBiase,16,148,41,107,0,2011
R-Truth,17,147,52,94,1,2011
Santino Marella,18,146,97,49,0,2011
Justin Gabriel,19,143,55,88,0,2011
Evan Bourne,20,142,95,47,0,2011
Christian,21,138,55,80,3,2011
Heath Slater,22,134,15,119,0,2011
Beth Phoenix,23,126,97,28,1,2011
Alex Riley,24,125,55,68,2,2011
The Big Show,25,124,98,23,3,2011
Drew McIntyre,26,123,25,97,1,2011
Natalya,27,122,60,62,0,2011
John Morrison,28,118,63,53,2,2011
Eve Torres,29,117,71,45,1,2011
Primo,30,117,26,91,0,2011
Ezekiel Jackson,31,113,71,42,0,2011
Michael McGillicutty,32,108,38,70,0,2011
Kelly Kelly,33,104,83,19,2,2011
Vladimir Kozlov,34,103,63,40,0,2011
Alicia Fox,35,102,44,58,0,2011
Rey Mysterio,36,98,74,23,1,2011
Kane,37,97,58,39,0,2011
David Otunga,38,96,31,65,0,2011
Yoshi Tatsu,39,95,41,53,1,2011
Chris Masters,40,93,45,48,0,2011
Brie Bella,41,85,25,59,1,2011
Jey Uso,42,85,23,62,0,2011
Mason Ryan,43,85,56,29,0,2011
Jimmy Uso,44,83,22,61,0,2011
Trent Barreta,45,83,16,67,0,2011
Jinder Mahal,46,81,33,48,0,2011
Percy Watson,47,78,51,24,3,2011
JTG,48,73,11,62,0,2011
Brodus Clay,49,71,38,33,0,2011
Sin Cara,50,71,61,10,0,2011
Tyler Reks,51,67,15,52,0,2011
Nikki Bella,52,65,8,56,1,2011
AJ,53,62,44,18,0,2011
Chavo Guerrero,54,57,16,40,1,2011
Curt Hawkins,55,55,9,45,1,2011
Layla,56,51,15,35,1,2011
Tamina,57,50,13,37,0,2011
Edge,58,48,46,2,0,2011
Kaitlyn,59,46,21,25,0,2011
The Great Khali,60,45,29,16,0,2011
Johnny Curtis,61,44,12,32,0,2011
Rosa Mendes,62,44,5,39,0,2011
Titus O'Neil,63,40,21,19,0,2011
William Regal,64,39,6,33,0,2011
Darren Young,65,34,15,19,0,2011
Maryse,66,34,5,27,2,2011
Derrick Bateman,67,32,15,17,0,2011
Melina,68,32,3,28,1,2011
Gail Kim,69,31,23,7,1,2011
Sin Cara,70,27,18,9,0,2011
Hunico,71,25,16,9,0,2011
King Sheamus,72,21,1,20,0,2011
Jerry Lawler,73,18,14,4,0,2011
Byron Saxton,74,17,3,14,0,2011
Epico,75,17,8,9,0,2011
Conor O'Brian,76,15,8,7,0,2011
Michelle McCool,77,15,6,8,1,2011
David Hart Smith,78,14,6,8,0,2011
Lucky Cannon,79,12,6,6,0,2011
Husky Harris,80,11,5,6,0,2011
Booker T,81,10,8,2,0,2011
Jacob Novak,82,9,2,7,0,2011
Kevin Nash,83,9,1,8,0,2011
Maxine,84,9,2,7,0,2011
Triple H,85,9,7,2,0,2011
Leo Kruger,86,7,3,4,0,2011
Damien Sandow,87,6,0,6,0,2011
Hornswoggle,88,6,3,3,0,2011
Michael Cole,89,6,2,4,0,2011
Dean Ambrose,90,5,0,5,0,2011
Matt Striker,91,5,1,4,0,2011
Seth Rollins,92,5,3,2,0,2011
Vickie Guerrero,93,5,2,3,0,2011
Aksana,94,4,1,3,0,2011
Ricardo Rodriguez,95,4,1,3,0,2011
Trish Stratus,96,4,2,2,0,2011
Bo Rotundo,97,3,2,1,0,2011
Jim Ross,98,3,2,1,0,2011
Skip Sheffield,99,3,3,0,0,2011
Colt Cabana,100,2,0,2,0,2011
Sheamus,1,221,194,23,4,2012
The Big Show,2,217,89,122,6,2012
Daniel Bryan,3,214,90,116,8,2012
Kofi Kingston,4,202,131,70,1,2012
Kane,5,199,82,110,7,2012
Dolph Ziggler,6,197,39,154,4,2012
Santino Marella,7,188,134,54,0,2012
John Cena,8,185,165,14,6,2012
CM Punk,9,180,121,49,10,2012
Cody Rhodes,10,175,54,121,0,2012
Brodus Clay,11,164,152,11,1,2012
Zack Ryder,12,163,81,80,2,2012
The Miz,13,155,38,115,2,2012
Primo,14,153,39,113,1,2012
Epico,15,152,37,114,1,2012
R-Truth,16,149,111,38,0,2012
Alberto Del Rio,17,146,48,95,3,2012
Jack Swagger,18,141,25,115,1,2012
Jinder Mahal,19,138,45,92,1,2012
Tyson Kidd,20,137,58,79,0,2012
Ryback,21,129,122,5,2,2012
Natalya,22,126,33,93,0,2012
Randy Orton,23,125,94,27,4,2012
Alex Riley,24,123,35,88,0,2012
Justin Gabriel,25,120,56,64,0,2012
Michael McGillicutty,26,120,35,85,0,2012
Heath Slater,27,119,19,100,0,2012
Layla,28,115,84,31,0,2012
Antonio Cesaro,29,113,78,32,3,2012
Darren Young,30,113,27,86,0,2012
Titus O'Neil,31,113,28,85,0,2012
Damien Sandow,32,110,51,59,0,2012
Sin Cara,33,101,78,22,1,2012
Eve Torres,34,98,58,40,0,2012
Wade Barrett,35,98,50,48,0,2012
David Otunga,36,97,23,74,0,2012
Tensai,37,97,22,73,2,2012
Jey Uso,38,95,59,36,0,2012
Drew McIntyre,39,94,17,77,0,2012
Jimmy Uso,40,94,59,35,0,2012
Beth Phoenix,41,90,46,44,0,2012
Great Khali,42,82,59,22,1,2012
Hunico,43,81,27,54,0,2012
Chris Jericho,44,78,31,44,3,2012
Kaitlyn,45,73,40,33,0,2012
Alicia Fox,46,68,32,36,0,2012
Yoshi Tatsu,47,68,17,51,0,2012
Ted DiBiase,48,62,28,34,0,2012
Christian,49,58,36,22,0,2012
Curt Hawkins,50,58,6,52,0,2012
JTG,51,57,1,56,0,2012
Dean Ambrose,52,53,26,27,0,2012
Rey Mysterio,53,52,42,9,1,2012
Ezekiel Jackson,54,48,13,35,0,2012
Percy Watson,55,46,23,23,0,2012
Kelly Kelly,56,45,19,26,0,2012
Mark Henry,57,44,15,27,2,2012
Johnny Curtis,58,43,10,33,0,2012
Mason Ryan,59,42,15,27,0,2012
Camacho,60,40,7,33,0,2012
Seth Rollins,61,40,30,10,0,2012
Tamina Snuka,62,37,16,21,0,2012
Tyler Reks,63,37,9,28,0,2012
Kassius Ohno,64,33,15,17,1,2012
Aksana,65,31,3,28,0,2012
Leo Kruger,66,30,11,19,0,2012
Big E. Langston,67,29,28,1,0,2012
Trent Barreta,68,28,17,11,0,2012
Bo Dallas,69,26,17,9,0,2012
Paige,70,26,12,14,0,2012
Brie Bella,71,24,10,14,0,2012
Lord Tensai,72,22,19,3,0,2012
Nikki Bella,73,22,12,10,0,2012
William Regal,74,22,5,17,0,2012
Derrick Bateman,75,21,5,16,0,2012
John Laurinaitis,76,21,1,20,0,2012
Richie Steamboat,77,21,13,7,1,2012
Roman Reigns,78,21,15,6,0,2012
AJ,79,20,14,6,0,2012
Corey Graves,80,20,8,12,0,2012
Xavier Woods,81,20,12,8,0,2012
AJ Lee,82,18,4,14,0,2012
Aiden English,83,18,2,16,0,2012
CJ Parker,84,17,5,11,1,2012
Maxine,85,16,5,11,0,2012
Oliver Grey,86,16,6,10,0,2012
Mike Dalton,87,15,7,8,0,2012
Dante Dash,88,14,3,11,0,2012
Garrett Dylan,89,14,4,10,0,2012
Kenneth Cameron,90,14,8,6,0,2012
Audrey Marie,91,13,8,5,0,2012
Emma,92,13,3,10,0,2012
Rosa Mendes,93,13,0,13,0,2012
Booker T,94,12,4,8,0,2012
Conor O'Brian,95,12,10,2,0,2012
Erick Rowan,96,11,6,5,0,2012
Jake Carter,97,11,5,6,0,2012
Luke Harper,98,11,8,3,0,2012
Bray Wyatt,99,10,4,6,0,2012
El Local,100,10,0,10,0,2012
Daniel Bryan,1,228,185,37,6,2013
Dean Ambrose,2,218,75,139,4,2013
Antonio Cesaro,3,216,84,131,1,2013
Seth Rollins,4,214,50,160,4,2013
Randy Orton,5,210,136,66,8,2013
Roman Reigns,6,204,49,150,5,2013
Ryback,7,202,111,88,3,2013
Damien Sandow,8,199,46,150,3,2013
Alberto Del Rio,9,192,126,62,4,2013
Dolph Ziggler,10,190,62,127,1,2013
Cody Rhodes,11,174,57,114,3,2013
Jack Swagger,12,164,58,104,2,2013
Kofi Kingston,13,159,73,82,4,2013
Zack Ryder,14,156,69,87,0,2013
Jey Uso,15,149,94,54,1,2013
Jimmy Uso,16,147,94,52,1,2013
The Miz,17,147,64,78,5,2013
Titus O'Neil,18,146,37,108,1,2013
Brodus Clay,19,145,100,44,1,2013
Heath Slater,20,143,5,137,1,2013
John Cena,21,143,136,6,1,2013
Sheamus,22,140,110,25,5,2013
Tensai,23,138,91,46,1,2013
Wade Barrett,24,138,57,80,1,2013
Big E. Langston,25,137,59,77,1,2013
Darren Young,26,137,36,100,1,2013
R-Truth,27,136,78,57,1,2013
Fandango,28,135,58,76,1,2013
Justin Gabriel,29,134,63,70,1,2013
The Big Show,30,130,67,60,3,2013
Kaitlyn,31,126,88,37,1,2013
Kane,32,124,98,26,0,2013
Drew McIntyre,33,123,9,114,0,2013
Curtis Axel,34,119,56,60,3,2013
Natalya,35,114,87,26,1,2013
The Great Khali,36,113,81,30,2,2013
Jinder Mahal,37,112,7,105,0,2013
CM Punk,38,111,81,26,4,2013
Luke Harper,39,110,64,46,0,2013
AJ Lee,40,108,44,64,0,2013
Brie Bella,41,99,38,59,2,2013
Erick Rowan,42,95,56,39,0,2013
Aksana,43,92,3,89,0,2013
Bo Dallas,44,91,65,26,0,2013
Tamina Snuka,45,91,11,80,0,2013
Naomi,46,87,70,15,2,2013
Mark Henry,47,82,50,31,1,2013
Adrian Neville,48,81,57,24,0,2013
Bray Wyatt,49,80,56,24,0,2013
Leo Kruger,50,75,37,38,0,2013
Santino Marella,51,71,41,30,0,2013
Corey Graves,52,70,32,37,1,2013
Alicia Fox,53,68,19,49,0,2013
Chris Jericho,54,59,35,23,1,2013
Paige,55,59,43,16,0,2013
Rob Van Dam,56,58,41,16,1,2013
Alexander Rusev,57,57,33,24,0,2013
Mason Ryan,58,56,39,17,0,2013
Aiden English,59,55,18,37,0,2013
Emma,60,55,28,27,0,2013
Sami Zayn,61,54,28,26,0,2013
Conor O'Brian,62,53,35,16,2,2013
Layla,63,53,37,16,0,2013
Sasha Banks,64,53,24,29,0,2013
Alex Riley,65,51,20,31,0,2013
Primo,66,51,3,48,0,2013
Xavier Woods,67,51,30,21,0,2013
Epico,68,50,2,48,0,2013
Goldust,69,49,35,13,1,2013
Cameron,70,48,39,9,0,2013
Sin Cara,71,48,26,20,2,2013
Nikki Bella,72,47,25,22,0,2013
Colin Cassady,73,44,11,33,0,2013
Bayley,74,43,22,21,0,2013
Rick Victor,75,42,28,14,0,2013
Scott Dawson,76,42,10,32,0,2013
Kassius Ohno,77,41,17,24,0,2013
Summer Rae,78,41,15,26,0,2013
CJ Parker,79,40,20,20,0,2013
Ted DiBiase,80,38,23,14,1,2013
Diego,81,37,34,3,0,2013
Baron Corbin,82,36,8,28,0,2013
Fernando,83,36,33,3,0,2013
Michael McGillicutty,84,36,6,28,2,2013
Mojo Rawley,85,36,29,7,0,2013
Hunico,86,35,2,33,0,2013
Charlotte,87,33,17,16,0,2013
Christian,88,33,22,11,0,2013
Yoshi Tatsu,89,32,13,17,2,2013
Jason Jordan,90,31,11,20,0,2013
Danny Burch,91,28,6,22,0,2013
Jake Carter,92,28,12,16,0,2013
Camacho,93,27,5,22,0,2013
Curt Hawkins,94,27,0,26,1,2013
Dante Dash,95,27,12,15,0,2013
Tyler Breeze,96,26,7,19,0,2013
Tyson Kidd,97,25,12,13,0,2013
Sawyer Fulton,98,24,10,14,0,2013
Angelo Dawkins,99,23,10,13,0,2013
Knuckles Madsen,100,23,4,19,0,2013
Dolph Ziggler,1,196,134,60,2,2014
Seth Rollins,2,196,87,105,4,2014
Jimmy Uso,3,190,143,43,4,2014
Cesaro,4,185,64,120,1,2014
Jey Uso,5,185,139,42,4,2014
Bray Wyatt,6,179,49,130,0,2014
Goldust,7,179,101,77,1,2014
Jack Swagger,8,173,49,123,1,2014
Luke Harper,9,172,31,140,1,2014
Sheamus,10,172,141,29,2,2014
Dean Ambrose,11,168,130,36,2,2014
Erick Rowan,12,164,38,124,2,2014
John Cena,13,164,141,23,0,2014
Titus O'Neil,14,162,29,132,1,2014
Ryback,15,158,43,114,1,2014
Curtis Axel,16,155,22,132,1,2014
Kofi Kingston,17,155,82,72,1,2014
Roman Reigns,18,150,118,28,4,2014
Fandango,19,145,20,124,1,2014
Alicia Fox,20,144,27,117,0,2014
Kane,21,138,10,127,1,2014
Paige,22,134,85,47,2,2014
The Miz,23,133,40,92,1,2014
Big E,24,132,84,48,0,2014
Sin Cara,25,130,81,49,0,2014
The Big Show,26,130,107,21,2,2014
Natalya,27,127,79,48,0,2014
Randy Orton,28,125,33,87,5,2014
Diego,29,121,78,42,1,2014
Heath Slater,30,118,11,106,1,2014
Damien Sandow,31,116,3,113,0,2014
Alberto Del Rio,32,114,31,82,1,2014
Bo Dallas,33,114,52,61,1,2014
Nikki Bella,34,114,75,39,0,2014
Adrian Neville,35,113,94,18,1,2014
Fernando,36,110,70,39,1,2014
R-Truth,37,110,61,49,0,2014
Rusev,38,110,80,30,0,2014
Adam Rose,39,108,87,21,0,2014
Sami Zayn,40,107,55,52,0,2014
Tyson Kidd,41,107,37,70,0,2014
Emma,42,100,73,27,0,2014
Stardust,43,97,52,45,0,2014
AJ Lee,44,93,58,35,0,2014
Cody Rhodes,45,90,46,43,1,2014
Cameron,46,89,36,52,1,2014
Naomi,47,89,71,16,2,2014
Tyler Breeze,48,86,30,54,2,2014
Viktor,49,86,53,33,0,2014
Konnor,50,80,51,29,0,2014
Xavier Woods,51,79,33,45,1,2014
Bayley,52,78,46,32,0,2014
Bad News Barrett,53,77,58,17,2,2014
Summer Rae,54,77,19,56,2,2014
Aiden English,55,76,37,39,0,2014
Charlotte,56,76,40,36,0,2014
Baron Corbin,57,74,55,19,0,2014
Mark Henry,58,72,49,22,1,2014
Sasha Banks,59,72,26,46,0,2014
Brie Bella,60,71,51,19,1,2014
Colin Cassady,61,71,47,23,1,2014
Layla,62,70,12,56,2,2014
CJ Parker,63,68,24,44,0,2014
Simon Gotch,64,66,35,31,0,2014
Rob Van Dam,65,65,28,35,2,2014
Kalisto,66,61,51,10,0,2014
Zack Ryder,67,61,8,53,0,2014
Drew McIntyre,68,59,1,56,2,2014
Jason Jordan,69,59,19,40,0,2014
Aksana,70,58,5,53,0,2014
Justin Gabriel,71,57,3,53,1,2014
Bull Dempsey,72,55,35,20,0,2014
Jinder Mahal,73,55,1,52,2,2014
Tye Dillinger,74,55,16,39,0,2014
El Torito,75,54,49,5,0,2014
Daniel Bryan,76,53,35,16,2,2014
Damien Mizdow,77,50,11,39,0,2014
Wesley Blake,78,49,10,39,0,2014
Becky Lynch,79,48,27,21,0,2014
The Great Khali,80,46,40,6,0,2014
Dash Wilder,81,44,11,33,0,2014
Alexa Bliss,82,43,24,19,0,2014
Tamina Snuka,83,42,6,36,0,2014
Scott Dawson,84,41,12,29,0,2014
Alexander Rusev,85,40,37,2,1,2014
Hornswoggle,86,40,3,37,0,2014
Sawyer Fulton,87,40,5,35,0,2014
Enzo Amore,88,39,29,9,1,2014
Eva Marie,89,38,22,15,1,2014
Rosa Mendes,90,37,2,34,1,2014
Angelo Dawkins,91,35,12,23,0,2014
Buddy Murphy,92,35,7,28,0,2014
Marcus Louis,93,35,16,18,1,2014
Mojo Rawley,94,35,25,10,0,2014
Darren Young,95,34,26,8,0,2014
Sylvester Lefort,96,34,8,25,1,2014
Batista,97,32,15,13,4,2014
Chris Jericho,98,32,26,5,1,2014
Solomon Crowe,99,31,10,21,0,2014
Antonio Cesaro,100,29,5,24,0,2014
Dean Ambrose,1,218,150,63,5,2015
Roman Reigns,2,213,187,19,7,2015
Cesaro,3,187,117,69,1,2015
Big E,4,183,96,86,1,2015
Luke Harper,5,180,55,122,3,2015
Kofi Kingston,6,177,86,90,1,2015
Seth Rollins,7,176,51,124,1,2015
Ryback,8,174,138,34,2,2015
Dolph Ziggler,9,169,115,52,2,2015
Sin Cara,10,166,115,50,1,2015
Bray Wyatt,11,163,28,133,2,2015
Kalisto,12,163,107,54,2,2015
Viktor,13,162,19,143,0,2015
Konnor,14,160,19,141,0,2015
Bo Dallas,15,157,15,141,1,2015
Neville,16,154,116,38,0,2015
Titus O'Neil,17,153,92,61,0,2015
Kevin Owens,18,152,63,85,4,2015
Adam Rose,19,151,8,142,1,2015
Sasha Banks,20,151,62,87,2,2015
Tyler Breeze,21,151,44,105,2,2015
Rusev,22,149,52,93,4,2015
Naomi,23,148,55,92,1,2015
Stardust,24,148,38,110,0,2015
Charlotte,25,146,108,35,3,2015
Fandango,26,145,69,75,1,2015
Sheamus,27,145,58,86,1,2015
R-Truth,28,139,94,44,1,2015
Darren Young,29,136,87,47,2,2015
John Cena,30,136,125,11,0,2015
Kane,31,136,44,92,0,2015
The Miz,32,133,17,115,1,2015
Zack Ryder,33,133,88,45,0,2015
Heath Slater,34,132,1,131,0,2015
Paige,35,132,68,62,2,2015
Becky Lynch,36,131,71,59,1,2015
Jack Swagger,37,130,65,65,0,2015
Curtis Axel,38,128,58,68,2,2015
The Big Show,39,125,30,94,1,2015
Emma,40,124,62,62,0,2015
Finn Balor,41,123,103,20,0,2015
Jimmy Uso,42,121,82,36,3,2015
Bayley,43,119,99,19,1,2015
Fernando,44,117,30,87,0,2015
Baron Corbin,45,115,61,54,0,2015
Diego,46,115,29,86,0,2015
Xavier Woods,47,113,53,59,1,2015
Nikki Bella,48,111,68,43,0,2015
Alicia Fox,49,110,36,74,0,2015
Natalya,50,100,82,18,0,2015
Brie Bella,51,99,41,58,0,2015
Erick Rowan,52,98,53,44,1,2015
Simon Gotch,53,98,57,41,0,2015
Aiden English,54,97,57,40,0,2015
Bull Dempsey,55,96,62,34,0,2015
Scott Dawson,56,96,38,58,0,2015
Dash Wilder,57,95,38,57,0,2015
Colin Cassady,58,93,69,24,0,2015
Tye Dillinger,59,93,24,66,3,2015
Randy Orton,60,92,81,10,1,2015
Tyson Kidd,61,89,39,49,1,2015
Jason Jordan,62,88,28,59,1,2015
King Barrett,63,87,22,65,0,2015
Enzo Amore,64,86,67,19,0,2015
Blake,65,85,34,51,0,2015
Murphy,66,85,35,50,0,2015
Solomon Crowe,67,84,46,37,1,2015
Chad Gable,68,81,26,55,0,2015
Bad News Barrett,69,74,20,54,0,2015
Carmella,70,70,36,33,1,2015
D-Von Dudley,71,66,36,29,1,2015
Jey Uso,72,66,37,28,1,2015
Bubba Ray Dudley,73,65,36,28,1,2015
Goldust,74,62,22,40,0,2015
Damien Sandow,75,61,50,9,2,2015
Summer Rae,76,61,11,50,0,2015
Cameron,77,59,7,52,0,2015
Dana Brooke,78,58,18,39,1,2015
Daniel Bryan,79,58,51,7,0,2015
Braun Strowman,80,57,30,26,1,2015
Alexa Bliss,81,56,19,37,0,2015
Angelo Dawkins,82,56,11,45,0,2015
Mojo Rawley,83,52,41,11,0,2015
Elias Samson,84,51,12,38,1,2015
Apollo Crews,85,50,42,8,0,2015
Tamina,86,50,7,43,0,2015
Samoa Joe,87,48,36,11,1,2015
Sawyer Fulton,88,48,7,41,0,2015
Chris Jericho,89,46,42,4,0,2015
Damien Mizdow,90,43,14,29,0,2015
Alberto Del Rio,91,41,26,13,2,2015
Mark Henry,92,41,17,23,1,2015
Hideo Itami,93,38,25,13,0,2015
Adrian Neville,94,34,14,20,0,2015
Sami Zayn,95,34,22,11,1,2015
Mike Rawlis,96,33,9,24,0,2015
Steve Cutler,97,31,8,22,1,2015
Marcus Louis,98,29,5,24,0,2015
Tucker Knight,99,28,3,24,1,2015
Brad Maddox,100,27,1,26,0,2015
Dean Ambrose,1,204,133,67,4,2016
Kevin Owens,2,193,61,130,2,2016
Tyler Breeze,3,182,17,163,2,2016
AJ Styles,4,176,108,68,0,2016
Sami Zayn,5,176,112,59,5,2016
Dolph Ziggler,6,172,114,56,2,2016
Zack Ryder,7,172,119,51,2,2016
Rusev,8,169,70,97,2,2016
Jey Uso,9,166,76,90,0,2016
Baron Corbin,10,165,103,59,3,2016
Sheamus,11,164,44,115,5,2016
Becky Lynch,12,161,102,54,5,2016
Roman Reigns,13,159,142,12,5,2016
Apollo Crews,14,155,125,30,0,2016
Jason Jordan,15,151,126,23,2,2016
Jimmy Uso,16,150,70,80,0,2016
Viktor,17,148,2,145,1,2016
Chad Gable,18,147,120,25,2,2016
The Miz,19,147,43,103,1,2016
Mojo Rawley,20,146,113,31,2,2016
Natalya,21,146,37,109,0,2016
Cesaro,22,143,78,62,3,2016
Jack Swagger,23,143,73,70,0,2016
Bayley,24,139,126,11,2,2016
Big E,25,139,107,31,1,2016
Fandango,26,135,24,111,0,2016
Kofi Kingston,27,135,95,39,1,2016
Kalisto,28,134,75,59,0,2016
Sasha Banks,29,134,101,28,5,2016
Bray Wyatt,30,133,24,107,2,2016
Sin Cara,31,133,69,62,2,2016
Aiden English,32,132,12,118,2,2016
Enzo Amore,33,130,79,48,3,2016
Charlotte,34,129,86,42,1,2016
Heath Slater,35,126,62,64,0,2016
Alexa Bliss,36,125,35,90,0,2016
Curtis Axel,37,125,11,114,0,2016
Simon Gotch,38,123,11,111,1,2016
Bo Dallas,39,122,17,104,1,2016
Carmella,40,122,59,62,1,2016
