"wrestler_name","wrestler_rank","wrestler_matches","wrestler_wins","wrestler_losses","wrestler_draws"
"Montez Ford","67","89","64","24","1"
"Liv Morgan","68","88","49","38","1"
"Mickie James","69","87","35","49","3"
"Angelo Dawkins","70","86","62","23","1"
"Matt Hardy","71","85","46","38","1"
"Otis Dozovic","72","85","52","32","1"
"Tucker Knight","73","85","52","32","1"
"Ember Moon","74","83","63","19","1"
"Big Cass","75","81","41","39","1"
"No Way Jose","76","81","66","14","1"
"Akira Tozawa","77","80","43","37","0"
"Mandy Rose","78","80","24","55","1"
"Riddick Moss","79","79","6","73","0"
"Eric Young","80","78","35","38","5"
"Johnny Gargano","81","78","57","20","1"
"Erick Rowan","82","77","2","75","0"
"Hideo Itami","83","76","40","34","2"
"John Cena","84","76","53","23","0"
"Ruby Riot","85","76","58","15","3"
"Tony Nese","86","76","20","56","0"
"Rich Swann","87","75","50","25","0"
"Tino Sabbatelli","88","75","7","68","0"
"Nikki Cross","89","72","31","39","2"
"Drew McIntyre","90","71","64","6","1"
"Epico Colon","91","71","5","66","0"
"Sonya Deville","92","71","25","44","2"
"Oney Lorcan","93","70","28","41","1"
"Dana Brooke","94","69","31","38","0"
"Peyton Royce","95","66","25","40","1"
"Steve Cutler","96","66","12","54","0"
"Alicia Fox","97","65","24","40","1"
"Akam","98","64","41","21","2"
"Ariya Daivari","99","64","11","53","0"
"Kona Reeves","100","64","12","51","1"
"Finn Balor","1","170","118","51","1"
"Baron Corbin","2","159","34","124","1"
"Seth Rollins","3","159","125","33","1"
"Shinsuke Nakamura","4","153","84","65","4"
"AJ Styles","5","149","131","14","4"
"Rusev","6","149","64","85","0"
"Asuka","7","146","126","19","1"
"Jinder Mahal","8","146","30","116","0"
"Cesaro","9","143","47","96","0"
"Braun Strowman","10","142","110","29","3"
"Dolph Ziggler","11","140","51","88","1"
"Sheamus","12","140","46","94","0"
"Bobby Roode","13","135","90","42","3"
"Bayley","14","133","85","45","3"
"Becky Lynch","15","133","99","32","2"
"Charlotte Flair","16","131","84","42","5"
"Sasha Banks","17","129","76","50","3"
"Carmella","18","128","42","86","0"
"Roman Reigns","19","128","111","15","2"
"The Miz","20","126","24","102","0"
"Big E","21","124","66","57","1"
"Elias","22","122","37","84","1"
"Ember Moon","23","122","93","28","1"
"Naomi","24","121","91","30","0"
"Kofi Kingston","25","119","61","55","3"
"Jimmy Uso","26","118","62","54","2"
"Bo Dallas","27","117","42","73","2"
"Karl Anderson","28","117","64","52","1"
"Jeff Hardy","29","116","67","49","0"
"Scott Dawson","30","116","33","81","2"
"Curtis Axel","31","115","43","70","2"
"Dash Wilder","32","115","33","80","2"
"Natalya","33","114","62","51","1"
"Chad Gable","34","113","46","66","1"
"Alexa Bliss","35","109","37","72","0"
"Jey Uso","36","109","57","50","2"
"Liv Morgan","37","109","10","98","1"
"Shelton Benjamin","38","109","26","83","0"
"Mojo Rawley","39","108","29","77","2"
"Drew McIntyre","40","107","42","64","1"
"Luke Gallows","41","107","54","52","1"
"Andrade Almas","42","106","37","69","0"
"Ruby Riott","43","104","15","85","4"
"Samoa Joe","44","103","9","94","0"
"Apollo Crews","45","102","56","45","1"
"Bobby Lashley","46","102","70","31","1"
"Lana","47","102","43","59","0"
"Kevin Owens","48","101","11","88","2"
"Roderick Strong","49","100","57","42","1"
"The Velveteen Dream","50","100","35","64","1"
"Titus O'Neil","51","98","46","51","1"
"Kyle O'Reilly","52","94","55","39","0"
"Adam Cole","53","93","49","44","0"
"No Way Jose","54","93","58","35","0"
"Sarah Logan","55","93","11","81","1"
"Bray Wyatt","56","92","51","41","0"
"Tyler Breeze","57","92","41","51","0"
"Harper","58","91","70","21","0"
"Kassius Ohno","59","91","46","43","2"
"Nia Jax","60","91","46","45","0"
"Shayna Baszler","61","91","65","25","1"
"Matt Hardy","62","90","67","23","0"
"Curt Hawkins","63","89","0","89","0"
"Dakota Kai","64","87","54","33","0"
"Kairi Sane","65","87","60","26","1"
"Otis Dozovic","66","87","55","31","1"
"Akam","67","86","53","32","1"
"Rezar","68","85","53","31","1"
"Nikki Cross","69","84","59","23","2"
"Rhyno","70","84","21","61","2"
"Tucker Knight","71","84","52","31","1"
"Daniel Bryan","72","83","62","20","1"
"Heath Slater","73","82","25","55","2"
"Sonya Deville","74","82","5","77","0"
"Ricochet","75","81","73","5","3"
"Candice LeRae","76","79","50","29","0"
"Mandy Rose","77","79","6","73","0"
"Fabian Aichner","78","78","21","55","2"
"Angelo Dawkins","79","77","50","26","1"
"Cedric Alexander","80","77","63","14","0"
"Raul Mendoza","81","77","25","51","1"
"Wesley Blake","82","77","21","56","0"
"Montez Ford","83","76","49","26","1"
"Rowan","84","76","66","10","0"
"Aiden English","85","74","6","68","0"
"Kona Reeves","86","74","19","55","0"
"Randy Orton","87","74","36","36","2"
"Tye Dillinger","88","74","28","43","3"
"Aleister Black","89","73","63","9","1"
"Aliyah","90","72","16","56","0"
"Shane Thorne","91","72","19","51","2"
"Zack Ryder","92","72","48","24","0"
"Danny Burch","93","71","45","25","1"
"Nick Miller","94","70","19","49","2"
"Mickie James","95","69","21","48","0"
"Konnor","96","68","11","56","1"
"Lars Sullivan","97","68","43","24","1"
"Lacey Evans","98","67","26","41","0"
"Oney Lorcan","99","67","42","24","1"
"Sami Zayn","100","67","4","61","2"
"Ricochet","1","158","111","45","2"
"Scott Dawson","2","152","55","95","2"
"Dash Wilder","3","150","55","93","2"
"Seth Rollins","4","148","115","28","5"
"Kofi Kingston","5","144","110","29","5"
"Charlotte Flair","6","139","35","100","4"
"Bayley","7","137","110","26","1"
"Cesaro","8","136","24","111","1"
"AJ Styles","9","134","59","72","3"
"Becky Lynch","10","131","105","22","4"
"Drew McIntyre","11","131","55","74","2"
"Braun Strowman","12","121","104","15","2"
"Shinsuke Nakamura","13","121","41","78","2"
"Asuka","14","120","86","32","2"
"Andrade","15","117","36","78","3"
"Baron Corbin","16","115","22","93","0"
"Lacey Evans","17","115","30","84","1"
"Natalya","18","112","73","37","2"
"Nikki Cross","19","108","59","47","2"
"Karl Anderson","20","106","34","69","3"
"Luke Gallows","21","104","34","67","3"
"Big E","22","101","66","34","1"
"Mandy Rose","23","99","12","83","4"
"Roman Reigns","24","99","87","11","1"
"Samoa Joe","25","98","38","58","2"
"Matt Riddle","26","97","71","24","2"
"Kairi Sane","27","96","59","35","2"
"Bobby Lashley","28","94","28","62","4"
"Aleister Black","29","91","79","11","1"
"Daniel Bryan","30","90","48","40","2"
"Angelo Dawkins","31","88","58","29","1"
"Curt Hawkins","32","88","32","56","0"
"Erik","33","88","65","21","2"
"Montez Ford","34","88","58","29","1"
"Ivar","35","87","64","21","2"
"Zack Ryder","36","87","34","53","0"
"Finn Balor","37","85","65","17","3"
"Steve Cutler","38","83","29","54","0"
"Sonya Deville","39","81","10","70","1"
"Keith Lee","40","79","47","29","3"
"Randy Orton","41","79","18","58","3"
"Shayna Baszler","42","79","59","20","0"
"Kevin Owens","43","78","38","38","2"
"Velveteen Dream","44","78","73","5","0"
"Dana Brooke","45","77","34","43","0"
"Wesley Blake","46","77","27","50","0"
"Ali","47","76","28","47","1"
"Lince Dorado","48","75","41","32","2"
"Riddick Moss","49","75","23","52","0"
"Mia Yim","50","74","44","29","1"
"Roderick Strong","51","74","29","45","0"
"Sarah Logan","52","74","6","68","0"
"Carmella","53","73","47","24","2"
"Danny Burch","54","73","43","30","0"
"Humberto Carrillo","55","73","41","31","1"
"Sasha Banks","56","73","47","25","1"
"Bianca Belair","57","72","49","20","3"
"Cedric Alexander","58","72","36","36","0"
"Oney Lorcan","59","72","43","29","0"
"Adam Cole","60","71","36","35","0"
"EC3","61","71","22","47","2"
"Gran Metalik","62","71","34","36","1"
"Jey Uso","63","71","39","32","0"
"Xavier Woods","64","71","51","20","0"
"Dolph Ziggler","65","70","10","59","1"
"The Miz","66","70","32","36","2"
"Io Shirai","67","69","45","20","4"
"Jimmy Uso","68","69","37","32","0"
"Alexa Bliss","69","68","26","41","1"
"Apollo Crews","70","68","39","29","0"
"Chad Gable","71","68","35","33","0"
"Otis","72","68","49","16","3"
"Rusev","73","68","26","40","2"
"Elias","74","67","12","55","0"
"Kalisto","75","67","37","30","0"
"Peyton Royce","76","67","28","39","0"
"Tucker","77","67","48","16","3"
"Tyler Breeze","78","67","46","21","0"
"Vanessa Borne","79","66","21","43","2"
"Billie Kay","80","65","26","39","0"
"Mojo Rawley","81","65","23","42","0"
"Robert Roode","82","65","21","44","0"
"Kona Reeves","83","64","11","53","0"
"Raul Mendoza","84","63","31","31","1"
"Aliyah","85","62","18","42","2"
"Buddy Murphy","86","62","22","40","0"
"Fabian Aichner","87","62","23","37","2"
"R-Truth","88","62","37","24","1"
"Kassius Ohno","89","61","28","33","0"
"Sami Zayn","90","61","4","57","0"
"Marcel Barthel","91","60","23","35","2"
"Dominik Dijakovic","92","59","36","21","2"
"Rhea Ripley","93","59","34","21","4"
"Reina Gonzalez","94","58","27","30","1"
"Kyle O'Reilly","95","57","22","35","0"
"Naomi","96","57","36","19","2"
"Shane Thorne","97","56","19","37","0"
"Bobby Fish","98","55","25","29","1"
"Denzel Dejournette","99","55","11","44","0"
"Deonna Purrazzo","100","55","14","41","0"
"Asuka","1","46","19","25","2"
"Angel Garza","2","45","25","20","0"
"Aleister Black","3","41","33","8","0"
"Bayley","4","41","29","12","0"
"Seth Rollins","5","41","16","24","1"
"Andrade","6","37","18","18","1"
"Drew McIntyre","7","37","35","1","1"
"King Corbin","8","36","4","31","1"
"Ricochet","9","35","18","17","0"
"The Miz","10","35","9","25","1"
"Big E","11","34","19","13","2"
"Cameron Grimes","12","33","15","18","0"
"Danny Burch","13","33","16","17","0"
"Matt Riddle","14","33","29","4","0"
"Bianca Belair","15","32","19","12","1"
"Bobby Lashley","16","32","17","15","0"
"Isaiah Scott","17","32","21","10","1"
"Kevin Owens","18","32","21","10","1"
"Mia Yim","19","32","17","14","1"
"Tony Nese","20","32","10","22","0"
"Kayden Carter","21","31","14","17","0"
"Keith Lee","22","31","24","7","0"
"Kofi Kingston","23","31","13","16","2"
"Shane Thorne","24","31","5","26","0"
"Charlotte Flair","25","30","19","11","0"
"Daniel Bryan","26","30","13","16","1"
"Ivar","27","30","18","12","0"
"Angelo Dawkins","28","29","19","10","0"
"Austin Theory","29","29","14","15","0"
"Humberto Carrillo","30","29","10","19","0"
"John Morrison","31","29","11","17","1"
"Montez Ford","32","29","18","10","1"
"Murphy","33","29","12","16","1"
"Oney Lorcan","34","29","13","16","0"
"Shinsuke Nakamura","35","29","6","21","2"
"Cedric Alexander","36","28","13","15","0"
"Dakota Kai","37","28","13","15","0"
"Liv Morgan","38","28","16","12","0"
"Sasha Banks","39","28","14","12","2"
"Cesaro","40","27","8","18","1"
"Damian Priest","41","27","12","15","0"
"Erik","42","27","16","11","0"
"Lacey Evans","43","27","7","18","2"
"Braun Strowman","44","26","22","4","0"
"Tegan Nox","45","26","14","12","0"
"Bronson Reed","46","25","13","12","0"
"Kushida","47","25","15","10","0"
"Rhea Ripley","48","25","19","5","1"
"Roderick Strong","49","25","5","19","1"
"Shotzi Blackheart","50","25","12","13","0"
"AJ Styles","51","24","8","16","0"
"Shayna Baszler","52","24","14","8","2"
"Shelton Benjamin","53","24","7","17","0"
"Alexa Bliss","54","23","7","15","1"
"Apollo Crews","55","23","12","10","1"
"Natalya","56","23","7","16","0"
"Sheamus","57","23","16","7","0"
"Tyler Breeze","58","23","12","11","0"
"Adam Cole","59","22","9","13","0"
"Akira Tozawa","60","22","5","17","0"
"Dolph Ziggler","61","22","5","16","1"
"Nikki Cross","62","22","7","14","1"
"Roman Reigns","63","22","20","1","1"
"Candice LeRae","64","21","13","7","1"
"Drew Gulak","65","21","3","18","0"
"Pete Dunne","66","21","20","1","0"
"Bobby Fish","67","20","3","17","0"
"Dexter Lumis","68","20","11","9","0"
"Joaquin Wilde","69","20","12","8","0"
"Ruby Riott","70","20","5","15","0"
"Tommaso Ciampa","71","20","16","4","0"
"Akam","72","19","9","10","0"
"Aliyah","73","19","4","15","0"
"Finn Balor","74","19","12","7","0"
"Kairi Sane","75","19","5","14","0"
"Raul Mendoza","76","19","9","10","0"
"Rezar","77","19","9","10","0"
"The Fiend","78","19","18","1","0"
"Johnny Gargano","79","18","13","5","0"
"Luke Gallows","80","18","4","14","0"
"R-Truth","81","18","7","11","0"
"Becky Lynch","82","17","17","0","0"
"Dominik Dijakovic","83","17","7","10","0"
"Jake Atlas","84","17","6","11","0"
"Kyle O'Reilly","85","17","4","13","0"
"Naomi","86","17","5","11","1"
"Santana Garrett","87","17","5","12","0"
"Tehuti Miles","88","17","1","16","0"
"Chase Parker","89","16","2","14","0"
"Fabian Aichner","90","16","9","7","0"
"Gran Metalik","91","16","5","11","0"
"Indi Hartwell","92","16","3","13","0"
"Jessi Kamea","93","16","0","15","1"
"Jey Uso","94","16","10","5","1"
"Otis","95","16","9","6","1"
"Randy Orton","96","16","10","5","1"
"Rey Mysterio","97","16","10","5","1"
"Billie Kay","98","15","4","11","0"
"Brendan Vink","99","15","2","13","0"
"Chelsea Green","100","15","6","9","0"
